peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr1,111493001,111505500,12500,*,chr1_111493001_111505500,Promoter (<=1kb),1,111499429,111503633,4205,2,140,ENST00000241356,0,ENSG00000282608,ADORA3,Promoter (<=1kb),protein_coding,0.677473921417353,0.158161750519438
chr1,111748501,111753000,4500,*,chr1_111748501_111753000,Promoter (1-2kb),1,111754832,111768990,14159,1,11218,ENST00000679724,-1832,ENSG00000064703,DDX20,Promoter (1-2kb),protein_coding,-0.269615592057065,0.663395199028701
chr1,112501501,112511500,10000,*,chr1_112501501_112511500,Promoter (<=1kb),1,112508965,112530165,21201,1,7482,ENST00000369684,0,ENSG00000134245,WNT2B,Promoter (<=1kb),protein_coding,1.31355874115831,7.01419012860671e-6
chr1,114126001,114168500,42500,*,chr1_114126001_114168500,Promoter (<=1kb),1,114089291,114153868,64578,2,148281,ENST00000610121,0,ENSG00000134207,SYT6,Promoter (<=1kb),protein_coding,0.488845134337617,0.344327416449157
chr1,115054001,115059000,5000,*,chr1_115054001_115059000,Promoter (<=1kb),1,115050445,115058425,7981,2,10100,ENST00000491992,0,ENSG00000134198,TSPAN2,Promoter (<=1kb),protein_coding,-0.00200944248607965,0.999049920130289
chr1,115322001,115346000,24000,*,chr1_115322001_115346000,Promoter (<=1kb),1,115285904,115338256,52353,2,4803,ENST00000676038,0,ENSG00000134259,NGF,Promoter (<=1kb),protein_coding,0.822357914296865,0.0875305219876802
chr1,115839501,115843000,3500,*,chr1_115839501_115843000,Promoter (<=1kb),1,115836377,115841126,4750,2,4808,ENST00000320238,0,ENSG00000177551,NHLH2,Promoter (<=1kb),protein_coding,-0.313803796691677,0.362607059780801
chr1,116369501,116371500,2000,*,chr1_116369501_116371500,Promoter (1-2kb),1,116372668,116388155,15488,1,476,ENST00000418797,-1168,ENSG00000163399,ATP1A1,Promoter (1-2kb),protein_coding,0.503454272991501,0.101686175570631
chr1,118905001,118951500,46500,*,chr1_118905001_118951500,Promoter (<=1kb),1,118883047,118914125,31079,2,6913,ENST00000449873,0,ENSG00000092607,TBX15,Promoter (<=1kb),protein_coding,-1.52422917412737,4.95635740211291e-7
chr1,119391501,119394500,3000,*,chr1_119391501_119394500,Promoter (<=1kb),1,119392439,119394114,1676,1,51179,ENST00000482991,0,ENSG00000116882,HAO2,Promoter (<=1kb),protein_coding,-0.580656417796013,0.0983473673533755
chr1,119764001,119772500,8500,*,chr1_119764001_119772500,Promoter (<=1kb),1,119748002,119768905,20904,2,3158,ENST00000369406,0,ENSG00000134240,HMGCS2,Promoter (<=1kb),protein_coding,-0.0345013833335694,0.981230017508461
chr1,119802001,119810000,8000,*,chr1_119802001_119810000,Promoter (<=1kb),1,119794413,119808805,14393,2,83998,ENST00000530654,0,ENSG00000134193,REG4,Promoter (<=1kb),protein_coding,0.577539631753031,0.0740191622643459
chr1,119896001,119899500,3500,*,chr1_119896001_119899500,Promoter (<=1kb),1,119893533,119896515,2983,2,11085,ENST00000369400,0,ENSG00000134249,ADAM30,Promoter (<=1kb),protein_coding,-0.195256908555812,0.547353017830369
chr1,145995501,145998000,2500,*,chr1_145995501_145998000,Promoter (<=1kb),1,145992435,145996579,4145,2,10628,ENST00000582401,0,ENSG00000265972,TXNIP,Promoter (<=1kb),protein_coding,-0.405478923122919,0.31120394581353
chr1,146016501,146023000,6500,*,chr1_146016501_146023000,Promoter (<=1kb),1,146017468,146021734,4267,2,148738,ENST00000475797,0,ENSG00000168509,HJV,Promoter (<=1kb),protein_coding,0.125787474587396,0.968248486634687
chr1,147758501,147762500,4000,*,chr1_147758501_147762500,Promoter (<=1kb),1,147756199,147760602,4404,2,2702,ENST00000579774,0,ENSG00000265107,GJA5,Promoter (<=1kb),protein_coding,-0.14081750529243,0.802247643287695
chr1,150256501,150259500,3000,*,chr1_150256501_150259500,Promoter (<=1kb),1,150257251,150265049,7799,1,23632,ENST00000647854,0,ENSG00000118298,CA14,Promoter (<=1kb),protein_coding,-0.758874371684544,0.0078345864691972
chr1,150283001,150290000,7000,*,chr1_150283001_150290000,Promoter (<=1kb),1,150283534,150286633,3100,1,148523,ENST00000497211,0,ENSG00000159208,CIART,Promoter (<=1kb),protein_coding,-0.262293746036801,0.578007913740068
chr1,151276001,151279000,3000,*,chr1_151276001_151279000,Promoter (2-3kb),1,151281618,151286705,5088,1,57592,ENST00000443959,-2618,ENSG00000143373,ZNF687,Promoter (2-3kb),protein_coding,-0.327266375593133,0.284545551430266
chr1,151709501,151724500,15000,*,chr1_151709501_151724500,Promoter (<=1kb),1,151700058,151716803,16746,2,11189,ENST00000290583,0,ENSG00000159409,CELF3,Promoter (<=1kb),protein_coding,0.832223678286319,0.00689308572718263
chr1,151726001,151730500,4500,*,chr1_151726001_151730500,Promoter (<=1kb),1,151728371,151729524,1154,1,284485,ENST00000451222,0,ENSG00000178796,RIIAD1,Promoter (<=1kb),protein_coding,-0.563537601656776,0.104880539353476
chr1,151783001,151787000,4000,*,chr1_151783001_151787000,Promoter (<=1kb),1,151778633,151783049,4417,2,11022,ENST00000484421,0,ENSG00000182134,TDRKH,Promoter (<=1kb),protein_coding,-1.36684952546825,1.21613774160104e-6
chr1,151794501,151810000,15500,*,chr1_151794501_151810000,Promoter (<=1kb),1,151800264,151805419,5156,2,339398,ENST00000368820,0,ENSG00000213171,LINGO4,Promoter (<=1kb),protein_coding,-0.772905827340729,0.0515981496494836
chr1,151811501,151816500,5000,*,chr1_151811501_151816500,Promoter (<=1kb),1,151806120,151815133,9014,2,6097,ENST00000651893,0,ENSG00000143365,RORC,Promoter (<=1kb),protein_coding,-0.706143146927573,0.0703017096849177
chr1,151844001,151855000,11000,*,chr1_151844001_151855000,Promoter (<=1kb),1,151847101,151853712,6612,2,284486,ENST00000368817,0,ENSG00000196407,THEM5,Promoter (<=1kb),protein_coding,-0.884790981157463,0.0111188197432924
chr1,152038501,152044000,5500,*,chr1_152038501_152044000,Promoter (1-2kb),1,152032506,152037004,4499,2,6282,ENST00000271638,-1497,ENSG00000163191,S100A11,Promoter (1-2kb),protein_coding,0.0724615278088138,0.922816298636207
chr1,152083501,152094000,10500,*,chr1_152083501_152094000,Promoter (<=1kb),1,152084141,152089064,4924,2,126637,ENST00000368806,0,ENSG00000182898,TCHHL1,Promoter (<=1kb),protein_coding,0.570643298675723,0.0756756666574131
chr1,152096001,152143000,47000,*,chr1_152096001_152143000,Promoter (<=1kb),1,152106317,152115444,9128,2,7062,ENST00000614923,0,ENSG00000159450,TCHH,Promoter (<=1kb),protein_coding,1.27627662602817,7.34153464337685e-6
chr1,152157501,152176500,19000,*,chr1_152157501_152176500,Promoter (<=1kb),1,152153595,152159228,5634,2,126638,ENST00000316073,0,ENSG00000215853,RPTN,Promoter (<=1kb),protein_coding,-0.238369599687609,0.661016101596328
chr1,152220501,152235500,15000,*,chr1_152220501_152235500,Promoter (<=1kb),1,152212076,152224193,12118,2,388697,ENST00000368801,0,ENSG00000197915,HRNR,Promoter (<=1kb),protein_coding,-1.33281837994146,1.48605024097732e-6
chr1,152314001,152348000,34000,*,chr1_152314001_152348000,Promoter (<=1kb),1,152302165,152325239,23075,2,2312,ENST00000368799,0,ENSG00000143631,FLG,Promoter (<=1kb),protein_coding,-1.8075777824127,9.39202866789267e-9
chr1,152362501,152400000,37500,*,chr1_152362501_152400000,Promoter (2-3kb),1,152348735,152360006,11272,2,388698,ENST00000388718,-2495,ENSG00000143520,FLG2,Promoter (2-3kb),protein_coding,1.47558916613022,3.91551931137266e-6
chr1,152403001,152421500,18500,*,chr1_152403001_152421500,Promoter (<=1kb),1,152409243,152414263,5021,2,49860,ENST00000271835,0,ENSG00000143536,CRNN,Promoter (<=1kb),protein_coding,0.917871956594734,0.0281257391616134
chr1,152497001,152532000,35000,*,chr1_152497001_152532000,Promoter (<=1kb),1,152510803,152512177,1375,1,254910,ENST00000334269,0,ENSG00000186207,LCE5A,Promoter (<=1kb),protein_coding,0.903500565304481,0.0278999804905424
chr1,152553001,152591000,38000,*,chr1_152553001_152591000,Promoter (<=1kb),1,152565654,152566780,1127,2,353145,ENST00000368789,0,ENSG00000185966,LCE3E,Promoter (<=1kb),protein_coding,-0.579227104522291,0.126785666505879
chr1,152597001,152615500,18500,*,chr1_152597001_152615500,Promoter (<=1kb),1,152613811,152614098,288,1,353143,ENST00000335633,0,ENSG00000187238,LCE3B,Promoter (<=1kb),protein_coding,0.819446954159369,0.022899166170113
chr1,152618501,152673500,55000,*,chr1_152618501_152673500,Promoter (<=1kb),1,152663380,152664659,1280,1,353141,ENST00000368784,0,ENSG00000187223,LCE2D,Promoter (<=1kb),protein_coding,-0.542105700501983,0.25696506102483
chr1,152675501,152689500,14000,*,chr1_152675501_152689500,Promoter (<=1kb),1,152686123,152687397,1275,1,26239,ENST00000368780,0,ENSG00000159455,LCE2B,Promoter (<=1kb),protein_coding,-0.15125046645216,0.771386612750134
chr1,152695001,152831000,136000,*,chr1_152695001_152831000,Promoter (<=1kb),1,152719522,152720470,949,1,100129271,ENST00000368775,0,ENSG00000198854,KPLCE,Promoter (<=1kb),protein_coding,-0.369293898062639,0.532544037438653
chr1,152835501,152937500,102000,*,chr1_152835501_152937500,Promoter (<=1kb),1,152859996,152861252,1257,1,122526777,ENST00000650277,0,ENSG00000285946,LCE7A,Promoter (<=1kb),protein_coding,-0.748630018446416,0.0654144106848556
chr1,153104501,153107500,3000,*,chr1_153104501_153107500,Promoter (<=1kb),1,153093135,153106184,13050,2,6704,ENST00000368751,0,ENSG00000203785,SPRR2E,Promoter (<=1kb),protein_coding,-0.0777144682708173,0.855951652129242
chr1,153187001,153315000,128000,*,chr1_153187001_153315000,Promoter (<=1kb),1,153297116,153312952,15837,2,114771,ENST00000683862,0,ENSG00000159527,PGLYRP3,Promoter (<=1kb),protein_coding,1.12653232625545,0.00184346441356948
chr1,153319001,153404000,85000,*,chr1_153319001_153404000,Promoter (<=1kb),1,153330120,153348840,18721,2,57115,ENST00000368739,0,ENSG00000163218,PGLYRP4,Promoter (<=1kb),protein_coding,0.899351413772548,0.00406530703557238
chr1,153461501,153465000,3500,*,chr1_153461501_153465000,Promoter (<=1kb),1,153457744,153460651,2908,2,6278,ENST00000368723,-850,ENSG00000143556,S100A7,Promoter (<=1kb),protein_coding,0.407659586215446,0.156909033430164
chr1,154316501,154318500,2000,*,chr1_154316501_154318500,Promoter (2-3kb),1,154321090,154324042,2953,1,89872,ENST00000355197,-2590,ENSG00000143595,AQP10,Promoter (2-3kb),protein_coding,-0.63685766779499,0.0238786678910801
chr1,154428501,154431000,2500,*,chr1_154428501_154431000,Promoter (<=1kb),1,154429343,154449979,20637,1,3570,ENST00000476006,0,ENSG00000160712,IL6R,Promoter (<=1kb),protein_coding,-0.563220503768469,0.0516452422605966
chr1,154485001,154494000,9000,*,chr1_154485001_154494000,Promoter (<=1kb),1,154469772,154486044,16273,2,126669,ENST00000486773,0,ENSG00000169291,SHE,Promoter (<=1kb),protein_coding,-0.582508946806264,0.0962554864753235
chr1,154630501,154633500,3000,*,chr1_154630501_154633500,Promoter (2-3kb),1,154582107,154628013,45907,2,103,ENST00000649724,-2488,ENSG00000160710,ADAR,Promoter (2-3kb),protein_coding,-0.770762830586444,0.0153366159407154
chr1,154865501,154870500,5000,*,chr1_154865501_154870500,Promoter (<=1kb),1,154697455,154870281,172827,2,3782,ENST00000271915,0,ENSG00000143603,KCNN3,Promoter (<=1kb),protein_coding,-0.587462601290135,0.0398308801471056
chr1,155078001,155082500,4500,*,chr1_155078001_155082500,Promoter (<=1kb),1,155078837,155087538,8702,1,1944,ENST00000368408,0,ENSG00000143590,EFNA3,Promoter (<=1kb),protein_coding,2.65992818433949,4.5862050554987604e-17
chr1,155859501,155865000,5500,*,chr1_155859501_155865000,Promoter (<=1kb),1,155859567,155885199,25633,1,23208,ENST00000368324,0,ENSG00000132718,SYT11,Promoter (<=1kb),protein_coding,-0.331337732012004,0.705897456701388
chr1,156618001,156623000,5000,*,chr1_156618001_156623000,Promoter (<=1kb),1,156619331,156623790,4460,1,60484,ENST00000487988,0,ENSG00000132702,HAPLN2,Promoter (<=1kb),protein_coding,-0.176289242479015,0.753421151710796
chr1,156630501,156640500,10000,*,chr1_156630501_156640500,Promoter (<=1kb),1,156641390,156647144,5755,1,63827,ENST00000441358,-890,ENSG00000132692,BCAN,Promoter (<=1kb),protein_coding,1.03289515844845,1.4315183654784e-4
chr1,156819501,156825000,5500,*,chr1_156819501_156825000,Promoter (2-3kb),1,156806244,156816848,10605,2,9047,ENST00000392306,-2653,ENSG00000027869,SH2D2A,Promoter (2-3kb),protein_coding,0.0500593841000294,0.917773042093899
chr1,156856501,156865000,8500,*,chr1_156856501_156865000,Promoter (<=1kb),1,156840063,156859117,19055,2,3645,ENST00000368195,0,ENSG00000027644,INSRR,Promoter (<=1kb),protein_coding,-0.486634975862701,0.716332939134837
chr1,156919001,156932500,13500,*,chr1_156919001_156932500,Promoter (<=1kb),1,156920632,156933094,12463,1,149499,ENST00000337428,0,ENSG00000160838,LRRC71,Promoter (<=1kb),protein_coding,0.747939523600552,0.0392057575145787
chr1,157101001,157118000,17000,*,chr1_157101001_157118000,Promoter (<=1kb),1,157092043,157112357,20315,2,440695,ENST00000671886,0,ENSG00000253831,ETV3L,Promoter (<=1kb),protein_coding,0.325132009252759,0.632677169573122
chr1,157139501,157141500,2000,*,chr1_157139501_157141500,Promoter (1-2kb),1,157133145,157138474,5330,2,2117,ENST00000326786,-1027,ENSG00000117036,ETV3,Promoter (1-2kb),protein_coding,-0.0627220958447086,0.890691294598189
chr1,157557001,157633000,76000,*,chr1_157557001_157633000,Promoter (<=1kb),1,157573747,157598085,24339,2,83417,ENST00000271532,0,ENSG00000163518,FCRL4,Promoter (<=1kb),protein_coding,-1.01890872976779,0.00283068524093717
chr1,157669001,157710500,41500,*,chr1_157669001_157710500,Promoter (<=1kb),1,157676481,157700730,24250,2,115352,ENST00000477837,0,ENSG00000160856,FCRL3,Promoter (<=1kb),protein_coding,-1.27208894886641,1.54131281510727e-5
chr1,157744501,157903000,158500,*,chr1_157744501_157903000,Promoter (<=1kb),1,157792249,157820060,27812,2,115350,ENST00000491942,0,ENSG00000163534,FCRL1,Promoter (<=1kb),protein_coding,-1.64043614270038,5.58714900724756e-7
chr1,157981501,157992000,10500,*,chr1_157981501_157992000,Promoter (1-2kb),1,157993273,158096051,102779,1,55243,ENST00000360089,-1273,ENSG00000183853,KIRREL1,Promoter (1-2kb),protein_coding,-0.0325856356033933,0.983431023802356
chr1,158117501,158134000,16500,*,chr1_158117501_158134000,Promoter (<=1kb),1,158127287,158128301,1015,2,117981789,ENST00000672824,0,ENSG00000288460,SMIM42,Promoter (<=1kb),protein_coding,0.746127337486989,0.0409004078772108
chr1,158151001,158216000,65000,*,chr1_158151001_158216000,Promoter (<=1kb),1,158178030,158186427,8398,1,912,ENST00000368171,0,ENSG00000158473,CD1D,Promoter (<=1kb),protein_coding,0.736908675745413,0.155730443256622
chr1,158242001,158277500,35500,*,chr1_158242001_158277500,Promoter (<=1kb),1,158254424,158258269,3846,1,909,ENST00000289429,0,ENSG00000158477,CD1A,Promoter (<=1kb),protein_coding,0.859312489159514,0.013254742484154
chr1,158282501,158298500,16000,*,chr1_158282501_158298500,Promoter (<=1kb),1,158289923,158294774,4852,1,911,ENST00000368170,0,ENSG00000158481,CD1C,Promoter (<=1kb),protein_coding,0.843400374462928,0.0149143739813485
chr1,158322001,158336500,14500,*,chr1_158322001_158336500,Promoter (<=1kb),1,158327951,158331025,3075,2,910,ENST00000451207,0,ENSG00000158485,CD1B,Promoter (<=1kb),protein_coding,1.15644296917355,0.00122860538780174
chr1,158352001,158361000,9000,*,chr1_158352001_158361000,Promoter (<=1kb),1,158353696,158357553,3858,1,913,ENST00000444681,0,ENSG00000158488,CD1E,Promoter (<=1kb),protein_coding,0.620013466998576,0.0885467471655074
chr1,158390001,158423000,33000,*,chr1_158390001_158423000,Promoter (<=1kb),1,158398522,158399466,945,2,128360,ENST00000334438,0,ENSG00000186306,OR10T2,Promoter (<=1kb),protein_coding,0.76794316019835,0.0289188179141364
chr1,158459501,158468000,8500,*,chr1_158459501_158468000,Promoter (<=1kb),1,158461574,158468979,7406,1,391109,ENST00000641432,0,ENSG00000173285,OR10K1,Promoter (<=1kb),protein_coding,0.861798426922796,0.0240091360681466
chr1,158545501,158556500,11000,*,chr1_158545501_158556500,Promoter (<=1kb),1,158544550,158554405,9856,2,391112,ENST00000641282,0,ENSG00000197532,OR6Y1,Promoter (<=1kb),protein_coding,0.781282693042922,0.0210463117047568
chr1,158568001,158579500,11500,*,chr1_158568001_158579500,Promoter (<=1kb),1,158560606,158570580,9975,2,128366,ENST00000641540,0,ENSG00000186440,OR6P1,Promoter (<=1kb),protein_coding,0.968093744050883,0.0034928560397422
chr1,158601001,158603500,2500,*,chr1_158601001_158603500,Promoter (1-2kb),1,158605268,158612514,7247,1,128368,ENST00000641002,-1768,ENSG00000198967,OR10Z1,Promoter (1-2kb),protein_coding,0.363018306447724,0.379336527227347
chr1,158693501,158702000,8500,*,chr1_158693501_158702000,Promoter (<=1kb),1,158699678,158700652,975,2,81448,ENST00000359610,0,ENSG00000196171,OR6K2,Promoter (<=1kb),protein_coding,0.947712804491104,0.00608670895322593
chr1,158750001,158757500,7500,*,chr1_158750001_158757500,Promoter (<=1kb),1,158754720,158755891,1172,1,128371,ENST00000641861,0,ENSG00000180433,OR6K6,Promoter (<=1kb),protein_coding,0.558479391410124,0.0695882030473599
chr1,158765001,158773000,8000,*,chr1_158765001_158773000,Promoter (<=1kb),1,158747814,158772195,24382,2,128372,ENST00000641189,0,ENSG00000197403,OR6N1,Promoter (<=1kb),protein_coding,1.00508903624932,0.00246482538960652
chr1,158776001,158782500,6500,*,chr1_158776001_158782500,Promoter (<=1kb),1,158774222,158781204,6983,2,81442,ENST00000641131,0,ENSG00000188340,OR6N2,Promoter (<=1kb),protein_coding,0.317044730877378,0.322882255067358
chr1,158838501,158850000,11500,*,chr1_158838501_158850000,Promoter (<=1kb),1,158845901,158849506,3606,1,4332,ENST00000438394,0,ENSG00000163563,MNDA,Promoter (<=1kb),protein_coding,0.777109238370599,0.0176240389305008
chr1,158981501,159043500,62000,*,chr1_158981501_159043500,Promoter (<=1kb),1,158999971,159002751,2781,2,107181291,ENST00000696987,0,ENSG00000289721,PYDC5,Promoter (<=1kb),protein_coding,1.31136719317017,1.38875298368632e-5
chr1,159274501,159321500,47000,*,chr1_159274501_159321500,Promoter (<=1kb),1,159289714,159308224,18511,1,2205,ENST00000368115,0,ENSG00000179639,FCER1A,Promoter (<=1kb),protein_coding,-1.13423040309507,1.5880577552564e-4
chr1,159530501,159538000,7500,*,chr1_159530501_159538000,Promoter (<=1kb),1,159535078,159536007,930,2,127385,ENST00000334857,0,ENSG00000184155,OR10J5,Promoter (<=1kb),protein_coding,-1.87344678433384,2.1789486991943602e-9
chr1,159575001,159604000,29000,*,chr1_159575001_159604000,Promoter (<=1kb),1,159587826,159588865,1040,1,325,ENST00000255040,0,ENSG00000132703,APCS,Promoter (<=1kb),protein_coding,-1.71793278006956,4.58130373045465e-9
chr1,159715501,159720000,4500,*,chr1_159715501_159720000,Promoter (<=1kb),1,159712563,159714589,2027,2,1401,ENST00000368110,-912,ENSG00000132693,CRP,Promoter (<=1kb),protein_coding,-0.928758676176356,0.00386063765949944
chr1,159790501,159799000,8500,*,chr1_159790501_159799000,Promoter (1-2kb),1,159800511,159809279,8769,1,343413,ENST00000540741,-1511,ENSG00000181036,FCRL6,Promoter (1-2kb),protein_coding,0.127151014022776,0.878629839369608
chr1,159819501,159826500,7000,*,chr1_159819501_159826500,Promoter (<=1kb),1,159826811,159835679,8869,1,56833,ENST00000368104,-311,ENSG00000158714,SLAMF8,Promoter (<=1kb),protein_coding,0.443939034430487,0.323123054820897
chr1,159870001,159877000,7000,*,chr1_159870001_159877000,Promoter (<=1kb),1,159872364,159873414,1051,2,25790,ENST00000479861,0,ENSG00000213085,CFAP45,Promoter (<=1kb),protein_coding,-0.98876445011954,0.00528747484821527
chr1,160170001,160182500,12500,*,chr1_160170001_160182500,Promoter (<=1kb),1,160171404,160183428,12025,1,480,ENST00000418334,0,ENSG00000132681,ATP1A4,Promoter (<=1kb),protein_coding,-0.282519345108956,0.81356331985724
chr1,160263501,160273000,9500,*,chr1_160263501_160273000,Promoter (<=1kb),1,160215720,160262549,46830,2,50717,ENST00000368074,-952,ENSG00000132716,DCAF8,Promoter (<=1kb),protein_coding,-0.685995839496675,0.0900148824281614
chr1,160366001,160371000,5000,*,chr1_160366001_160371000,Promoter (<=1kb),1,160367071,160372846,5776,1,4807,ENST00000302101,0,ENSG00000171786,NHLH1,Promoter (<=1kb),protein_coding,-0.0130130804394785,0.984692900127988
chr1,160547001,160551000,4000,*,chr1_160547001_160551000,Promoter (<=1kb),1,160548089,160551410,3322,2,8832,ENST00000466767,410,ENSG00000066294,CD84,Promoter (<=1kb),protein_coding,0.293660520701725,0.522537652390754
chr1,160706001,160719500,13500,*,chr1_160706001_160719500,Promoter (<=1kb),1,160678746,160711822,33077,2,962,ENST00000368046,0,ENSG00000117091,CD48,Promoter (<=1kb),protein_coding,0.652210152848117,0.139117105765208
